chrom	start	end	group	CTCF	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K9ac	H3K9me3	H4K20me1
chr1	201169123	201469123	Hub	10.9065	6.96726	12.084	6.7006	7.01968	5.90685	8.01438	6.75657	3.13059	5.28507
chr1	201239123	201539123	Hub	14.7783	7.06347	13.3517	5.67323	7.30629	5.42519	5.66814	6.49153	3.47248	4.87417
chr1	41795087	42095087	Hub	5.33812	5.94393	5.57697	3.11236	10.6851	5.04894	2.08025	5.7997	2.48313	4.80481
chr1	8235087	8535087	Hub	7.29523	19.9943	2.67009	13.5484	14.5312	12.767	7.56952	13.1611	2.66734	9.33818
chr1	41685087	41985087	Hub	7.68302	6.25443	5.75013	3.54925	11.7309	5.15281	2.21383	6.59891	2.61424	4.9562
chr1	8090087	8390087	Hub	6.54996	22.377	3.86931	9.94188	15.6192	8.72755	3.02339	12.8512	3.74772	6.67663
chr1	24915087	25215087	Hub	7.9981	10.8886	9.49829	6.10057	11.2814	8.63521	5.811	8.90546	3.83928	12.6172
chr1	8180087	8480087	Hub	7.87691	26.5112	3.04332	12.6309	17.1745	12.6762	6.99574	15.749	3.08345	8.70281
chr1	58610088	58910088	Hub	4.76856	2.93734	5.49009	2.56008	3.23849	2.89302	2.15343	3.03101	2.66409	2.71152
chr1	58605088	58905088	Hub	4.76856	2.92058	5.53904	2.41285	3.22563	2.89533	2.15111	3.0215	2.68631	2.69362
chr1	25145087	25445087	Hub	6.78626	4.40747	15.0061	4.13257	6.65806	4.61345	4.46366	5.72902	4.76687	4.81973
chr1	8250087	8550087	Hub	7.6709	20.0475	2.51101	13.8278	14.6458	12.6185	7.46499	13.2073	2.60178	9.6581
chr1	33455087	33755087	Hub	11.4761	13.9258	3.70779	10.6326	11.8257	10.1117	8.63114	11.4676	3.3121	8.26953
chr1	8295087	8595087	Hub	8.25864	20.3879	2.0301	14.3546	15.1274	13.5295	7.62527	13.7143	2.28103	11.0086
chr1	33475087	33775087	Hub	10.7308	13.8208	3.60071	10.5714	11.3971	9.99247	8.58584	11.3357	3.20211	8.16886
chr1	8135087	8435087	Hub	7.44065	23.3982	3.43184	11.7022	15.9235	11.5082	6.83197	14.6603	3.52612	7.881
chr1	41880087	42180087	Hub	3.35678	6.07877	6.10194	2.40728	10.1253	6.32618	3.03617	6.01309	2.4387	4.31113
chr1	24900087	25200087	Hub	7.98598	11.5526	8.96109	6.15548	12.0116	8.93837	5.93412	9.20857	3.73905	12.6426
chr1	58635088	58935088	Hub	4.84127	2.89798	5.24291	3.54129	3.22135	2.81685	2.16388	3.0582	2.45116	2.93822
chr1	8255087	8555087	Hub	7.8648	20.1948	2.4278	13.8588	14.7535	12.8409	7.49635	13.3269	2.55735	9.78339
chr1	33545087	33845087	Hub	7.54972	12.2384	3.51567	8.07972	10.0133	8.86912	6.95625	9.63671	3.14847	7.10916
chr1	25140087	25440087	Hub	6.86503	4.3703	15.2484	3.7291	6.53752	4.40955	4.32428	5.6298	4.7777	4.59601
chr1	24960087	25260087	Hub	8.76761	6.43227	11.6122	5.33183	9.22314	5.61754	1.88628	5.98591	3.90267	10.374
chr1	8230087	8530087	Hub	7.28312	19.9419	2.71476	13.4498	14.431	12.7093	7.55675	13.1638	2.68847	9.25391
chr1	8210087	8510087	Hub	7.44671	21.635	2.872	13.1004	14.933	13.0679	7.70426	13.8298	2.86077	9.1853
chr1	8285087	8585087	Hub	8.23441	20.6671	2.09374	14.1986	15.2474	13.6157	7.63921	13.8162	2.3726	10.7998
chr1	8305087	8605087	Hub	6.65296	20.0687	1.83431	14.4501	14.8322	13.1494	6.861	13.172	2.24852	11.1004
chr1	24955087	25255087	Hub	8.79791	6.55836	11.3962	5.55625	9.45404	5.75296	1.92694	6.04843	3.87992	11.0228
chr1	41720087	42020087	Hub	7.7012	6.45851	4.75527	3.57233	12.047	5.33594	2.24403	6.65056	2.51509	4.97261
chr1	58595088	58895088	Hub	4.7625	2.8783	5.71831	2.05236	3.19563	2.89687	2.14994	2.99024	2.71448	2.67423
chr1	41805087	42105087	Hub	5.31995	6.04014	5.6816	3.03755	11.0468	5.43904	2.11626	5.94513	2.49505	4.8779
chr1	24890087	25190087	Hub	7.97992	11.6954	8.66863	6.18015	12.2961	9.0884	5.96432	9.34585	3.66482	12.7089
chr1	24905087	25205087	Hub	7.99204	11.2924	9.0749	6.14355	11.7502	8.73139	5.85282	9.0509	3.77481	12.618
chr1	16655087	16955087	Hub	5.28359	9.85212	18.3841	15.8793	8.97349	13.0794	16.167	15.0015	5.10604	9.56488
chr1	33530087	33830087	Hub	10.2642	12.5089	3.41226	8.8397	10.4419	9.0407	7.00735	9.86778	3.19507	7.34929
chr1	33465087	33765087	Hub	10.7308	13.8799	3.72675	10.6096	11.6666	10.1025	8.61255	11.42	3.24004	8.23224
chr1	24895087	25195087	Hub	7.99204	11.5846	8.90786	6.1722	12.0898	8.96684	5.9318	9.2507	3.74447	12.6806
chr1	8140087	8440087	Hub	7.45277	23.8974	3.36821	11.7993	16.0719	11.5921	6.83313	14.7949	3.46326	8.02194
chr1	8150087	8450087	Hub	7.81632	26.552	3.22382	12.0245	17.0389	12.4046	6.9667	15.8048	3.3484	8.24194
chr1	41895087	42195087	Hub	3.31436	6.06492	6.11846	2.25131	10.0423	6.33541	3.02456	5.9261	2.51184	4.19554
chr1	8380087	8680087	Hub	4.73221	17.8777	1.73948	9.62516	14.1095	14.2489	6.90514	12.2369	2.12228	12.6418
chr1	41670087	41970087	Hub	8.97968	5.80398	6.14783	3.53254	11.2627	4.86736	2.12788	6.30668	2.75295	4.97783
chr1	8190087	8490087	Hub	7.68302	23.2575	2.9956	12.8004	15.946	11.9437	6.76808	14.2458	3.0206	8.78857
chr1	8350087	8650087	Hub	4.35048	20.1233	1.69298	11.9282	15.2865	14.7129	7.01897	13.3269	2.11361	12.7596
chr1	8185087	8485087	Hub	7.77997	24.552	3.01579	12.7073	16.3976	12.2515	6.90863	14.8356	3.06828	8.74755
chr1	24990087	25290087	Hub	8.89485	4.68663	13.6986	4.59413	8.06489	4.57575	1.70393	5.16087	4.26515	8.04954
chr1	58600088	58900088	Hub	4.76856	2.89507	5.6247	2.22027	3.19617	2.89225	2.15227	2.99295	2.69497	2.67348
chr1	100555088	100855088	Hub	5.40478	3.48983	3.47345	2.9532	3.83797	4.26413	4.53103	3.5842	2.26044	3.14106
chr1	91995088	92295088	Hub	3.64762	5.39728	4.26089	3.92328	6.63877	5.9584	4.53219	4.96651	2.58119	4.64597
chr1	92010088	92310088	Hub	3.53249	5.26608	4.21072	3.69409	6.31519	5.7999	4.51709	4.9434	2.55302	4.47445
chr1	91980088	92280088	Hub	3.67791	5.49057	4.36001	4.22011	6.97896	6.10228	4.54961	5.05214	2.71719	4.79214
chr1	92085088	92385088	Hub	2.30854	3.65965	3.41655	3.36065	4.14602	4.82658	6.19082	4.54788	2.61479	3.61983
chr1	92025088	92325088	Hub	3.48402	4.80398	4.12078	3.52458	5.78803	6.00302	6.32207	5.28592	2.73886	4.37452
chr1	184294123	184594123	Hub	2.54485	1.4038	2.04051	4.06572	2.86348	2.29672	0.622566	1.5522	2.02313	2.2775
chr1	184504123	184804123	Hub	4.53226	2.54011	1.51738	5.47269	2.77991	2.81839	4.23252	3.21043	1.79286	2.45125
chr1	184289123	184589123	Hub	2.53879	1.41109	2.0454	3.78322	2.92937	2.33519	0.621405	1.5522	2.028	2.26482
chr1	176034123	176334123	Hub	7.9678	3.72962	4.63412	2.30303	5.19712	5.03278	4.61233	4.19992	2.73399	2.84128
chr1	184304123	184604123	Hub	2.54485	1.4315	2.01053	4.45168	2.85009	2.30442	0.635343	1.59298	2.02367	2.32448
chr1	184314123	184614123	Hub	4.57467	2.41329	1.99033	4.66257	2.90634	3.06845	4.33706	2.95218	2.01554	2.47064
chr1	184274123	184574123	Hub	2.57515	1.39506	2.0711	3.16011	2.95991	2.39367	0.621405	1.53453	2.02638	2.20218
chr1	184284123	184584123	Hub	2.55697	1.4038	2.04479	3.59063	2.92295	2.3452	0.621405	1.54269	2.01825	2.23648
chr1	243214123	243514123	Hub	5.70167	3.81053	3.97516	4.75647	4.59764	5.18128	4.3115	4.39565	3.06828	4.22985
chr1	243209123	243509123	Hub	5.6835	3.82656	3.9617	4.75966	4.62014	5.19436	4.31615	4.41196	3.03036	4.22836
chr1	243219123	243519123	Hub	5.73197	3.81271	3.99658	4.77478	4.58264	5.1859	4.30453	4.38749	3.07804	4.24551
chr1	243164123	243464123	Hub	6.25306	7.0591	3.87237	4.34027	4.85586	6.82323	7.11305	6.43308	2.91874	4.00985
chr1	243239123	243539123	Hub	5.83498	3.88706	4.13485	4.85117	4.66996	5.3544	4.34402	4.52069	3.08562	4.30591
chr1	243169123	243469123	Hub	6.247	7.04379	3.84667	4.39041	4.88104	6.82631	7.11305	6.43988	2.91224	4.04714
chr1	243224123	243524123	Hub	5.76227	3.79449	4.0596	4.7899	4.50603	5.13204	4.29989	4.40244	3.05528	4.27608
chr1	209669123	209969123	Hub	13.3423	5.18372	6.85084	2.67626	5.8625	5.36594	6.03517	5.36611	2.69497	3.62729
chr1	217884123	218184123	Hub	3.65974	1.58165	3.23605	1.05045	1.78827	1.63271	0.567975	1.59434	2.97834	1.94862
chr1	243184123	243484123	Hub	6.30759	7.05691	3.79834	4.62119	4.94426	6.84939	7.11537	6.46299	2.94475	4.12694
chr1	243234123	243534123	Hub	5.84104	3.87248	4.12629	4.82969	4.65175	5.32286	4.35099	4.50574	3.08291	4.31486
chr1	217904123	218204123	Hub	2.38731	1.4089	3.24829	1.09899	1.65701	1.42189	0.525	1.43939	3.04824	1.98069
chr1	7050087	7350087	Hub	5.02911	6.02119	6.76457	2.16695	6.47163	3.80633	1.35431	4.27332	4.07389	3.09334
chr1	6085087	6385087	Hub	12.8636	4.63415	6.33077	6.85419	6.69342	5.576	7.1479	6.57716	2.65542	6.2165
chr1	6185087	6485087	Hub	20.2255	4.64071	8.9978	7.10646	7.60416	6.39312	7.64037	6.85987	2.54598	6.01366
chr1	9190087	9490087	Hub	11.1852	9.46728	5.76971	7.12556	14.2965	9.21997	7.35232	8.96935	2.99243	11.0765
chr1	11480087	11780087	Hub	9.83402	4.07219	8.51995	4.57424	4.39085	4.22874	5.46952	4.69467	2.66788	4.17093
chr1	9220087	9520087	Hub	10.1733	8.50299	6.10989	7.10566	13.6092	8.38746	5.93877	8.07499	3.02765	11.0183
chr1	9165087	9465087	Hub	10.1794	11.0409	5.05507	7.34599	15.7676	11.322	10.0679	10.4916	2.88082	11.2048
chr1	10210087	10510087	Hub	9.33717	7.33169	1.80923	11.9322	6.54663	7.3749	8.85879	7.61015	2.05347	7.60358
chr1	10370087	10670087	Hub	10.2642	7.4935	3.44959	9.05457	7.58809	8.49364	9.33501	8.33732	2.23606	6.83025
chr1	9180087	9480087	Hub	11.5124	9.96	5.54393	7.11919	14.904	10.3641	8.71476	9.57283	2.9285	11.122
chr1	9200087	9500087	Hub	11.1307	9.21145	5.99364	7.11601	13.9194	9.05763	7.31051	8.82119	3.06774	11.0661
chr1	9300087	9600087	Hub	9.07057	6.71434	5.84496	6.95128	10.2298	6.54547	5.04673	6.73075	2.73724	9.07419
chr1	10360087	10660087	Hub	10.7187	8.10211	3.16018	9.25034	7.81309	8.71062	9.4047	8.56431	2.24365	6.88394
chr1	9270087	9570087	Hub	8.20411	8.16333	5.95142	6.60272	11.9516	8.13509	7.01665	7.83849	2.89815	11.1063
chr1	9160087	9460087	Hub	11.8457	11.7523	4.91067	7.71286	16.1014	12.1984	11.7207	11.2582	2.90737	11.4904
chr1	12385087	12685087	Hub	6.22882	13.038	6.09949	7.67386	12.8291	8.50364	4.68435	9.51031	3.95848	4.99274
chr1	9320087	9620087	Hub	11.7608	5.74786	6.35769	6.512	8.73027	5.69987	4.86902	6.21969	2.86944	7.51633
chr1	9400087	9700087	Hub	12.2638	5.0773	6.84166	6.08625	7.19218	6.61548	6.92489	6.42357	2.92958	5.88912
chr1	9285087	9585087	Hub	8.33741	7.2005	5.88902	6.71572	11.3768	7.02943	5.16172	6.93055	2.77029	10.5239
chr1	12495087	12795087	Hub	5.41083	7.18811	5.692	4.53126	6.78235	5.26053	4.20348	6.31076	5.9063	3.79433
chr1	9340087	9640087	Hub	11.6457	5.67133	7.12861	5.9812	8.07025	5.82914	5.26045	6.16124	2.99189	6.18369
chr1	9280087	9580087	Hub	8.27682	7.30254	5.92022	6.63774	11.7218	7.18255	5.19889	6.96589	2.80171	10.8259
chr1	9140087	9440087	Hub	11.8881	12.514	4.30128	8.77604	16.9302	12.6562	11.8334	11.5709	2.8651	13.1385
chr1	9185087	9485087	Hub	11.1549	9.53434	5.64367	7.11521	14.4524	9.44311	7.51958	9.04682	2.98376	11.0772
chr1	11475087	11775087	Hub	9.80979	3.92642	8.56462	4.08801	4.16156	4.1618	5.4672	4.56962	2.6733	4.13961
chr1	9330087	9630087	Hub	11.6821	5.7085	6.66851	6.35841	8.48169	5.6614	4.88064	6.18843	2.95613	6.88618
chr1	9230087	9530087	Hub	10.1612	8.61888	6.11356	6.73244	13.4126	8.62598	7.06194	8.25577	3.05203	11.1287
chr1	9315087	9615087	Hub	11.7608	5.78066	6.16618	6.60272	8.83902	5.70834	4.86786	6.24551	2.7795	7.80941
chr1	9215087	9515087	Hub	11.1307	9.16553	6.10989	7.15739	13.8867	9.05455	7.31515	8.80896	3.02927	11.072
chr1	12440087	12740087	Hub	5.76227	10.7428	5.99058	6.12763	10.2898	6.95788	4.45437	8.16878	4.5133	4.44388
chr1	12490087	12790087	Hub	5.45325	7.39365	5.70485	4.71668	7.16593	5.37902	4.22323	6.40862	5.76217	3.85996
chr1	9155087	9455087	Hub	11.8517	11.6983	4.80299	8.03197	16.0285	12.1415	11.7056	11.2012	2.93825	11.8737
chr1	11470087	11770087	Hub	9.7189	2.77991	8.66068	3.6909	3.29581	3.8348	5.38938	4.2108	2.66355	4.10904
chr1	12435087	12735087	Hub	5.84104	11.4163	6.012	6.27247	10.8293	7.21255	4.48224	8.41208	4.4732	4.53038
chr1	10325087	10625087	Hub	10.4581	8.30984	2.407	10.3247	7.80827	8.77294	9.42096	8.67984	2.26261	6.90482
chr1	10375087	10675087	Hub	10.2763	6.98694	3.56339	8.99886	7.47237	8.19895	9.26183	8.09402	2.21818	6.84218
chr1	9145087	9445087	Hub	11.8457	12.4469	4.4989	8.53491	16.7796	12.6093	11.8264	11.4988	2.88569	12.8253
chr1	22010087	22310087	Hub	5.9198	10.4061	3.73348	14.205	10.4157	7.21563	7.83783	9.59186	2.50859	14.4122
chr1	22875087	23175087	Hub	8.67067	5.05981	6.28671	9.0482	10.323	4.61422	2.438	5.92203	2.87161	10.1965
chr1	17655087	17955087	Hub	12.0759	3.97307	5.38424	6.82634	6.60877	3.43931	2.29165	5.08748	2.34496	5.57293
chr1	20830087	21130087	Hub	8.31923	8.48404	1.72846	13.1625	6.73092	7.31873	10.8136	7.91869	2.02909	6.43724
chr1	20790087	21090087	Hub	8.42224	9.27632	2.4174	12.5529	7.63898	7.83886	10.9483	8.54664	2.32763	6.32911
chr1	22970087	23270087	Hub	7.84056	3.26096	6.36197	9.1437	6.84878	3.58627	3.71217	5.0168	3.31156	8.60586
chr1	19645087	19945087	Hub	10.755	10.0154	5.41055	8.73148	9.53118	8.06969	8.46853	8.58877	3.67511	13.5196
chr1	22905087	23205087	Hub	8.60401	4.88415	6.60916	9.07844	9.86923	4.48419	2.39386	5.7331	3.33269	10.075
chr1	22895087	23195087	Hub	10.1067	4.92497	6.38583	9.06253	9.97263	4.51035	2.40896	5.8364	3.08454	10.1645
chr1	22985087	23285087	Hub	7.8345	3.28939	6.23532	9.7875	6.51984	3.5101	3.70287	4.89311	3.28772	8.29787
chr1	22015087	22315087	Hub	5.84709	10.5548	3.5897	14.4795	10.9048	7.33951	7.80879	9.69108	2.4647	14.9812
chr1	20785087	21085087	Hub	8.54948	9.6116	2.51346	12.4876	8.0606	8.25589	11.0761	8.8144	2.37314	6.37311
chr1	19680087	19980087	Hub	11.5185	7.97601	5.53904	8.35347	7.24897	6.73628	8.21532	7.79228	3.7618	7.46189
chr1	22810087	23110087	Hub	9.82191	4.94319	7.68417	8.59778	10.1408	4.51035	2.40199	5.92338	2.47771	10.3457
chr1	17555087	17855087	Hub	13.2756	5.57585	6.11295	8.63837	7.58755	5.01509	5.29414	6.82725	2.39644	6.47677
chr1	19670087	19970087	Hub	11.6154	8.22747	5.50722	8.52457	7.79756	7.01251	8.26759	7.97034	3.75043	9.31432
chr1	17545087	17845087	Hub	11.9305	5.54961	6.48128	8.28663	7.57469	5.0174	5.30459	6.74298	2.51401	6.44321
chr1	22930087	23230087	Hub	8.44648	4.84698	6.57979	8.69089	9.28635	4.47726	3.86084	6.06338	3.40096	9.39933
chr1	22790087	23090087	Hub	9.77343	4.86229	8.76897	7.41205	9.96245	4.47572	2.40083	5.82552	2.55302	10.2853
chr1	20765087	21065087	Hub	9.93703	9.1269	3.06351	11.9576	7.68131	7.94889	11.1051	8.80353	2.56982	6.24932
chr1	19665087	19965087	Hub	11.6881	8.41844	5.47051	8.60733	8.09114	7.18409	8.31405	8.0383	3.74555	10.292
chr1	19810087	20110087	Hub	13.1847	4.24348	5.31633	8.79832	5.83786	4.53651	5.13966	5.43407	2.90303	6.08749
chr1	22975087	23275087	Hub	7.77391	3.23982	6.30874	9.20577	6.62699	3.55319	3.70171	4.91622	3.30018	8.4239
chr1	22965087	23265087	Hub	7.85874	3.26242	6.4048	9.02672	6.8986	3.57627	3.71333	5.0467	3.31372	8.75203
chr1	19690087	19990087	Hub	11.1367	6.09189	5.52803	8.25957	6.78128	5.35209	5.11759	5.8894	3.73634	6.71839
chr1	22925087	23225087	Hub	8.52525	4.88124	6.61466	8.76649	9.40582	4.4688	3.85735	6.10552	3.41775	9.48882
chr1	19695087	19995087	Hub	11.1004	6.01171	5.38118	8.43544	6.72663	5.34363	5.10713	5.84591	3.74067	6.70944
chr1	22770087	23070087	Hub	9.16752	4.68444	9.85316	6.53269	9.45832	4.35339	2.3776	5.5931	2.80388	10.0354
chr1	19685087	19985087	Hub	11.3791	6.55326	5.56107	8.21739	6.95378	5.72603	5.79242	6.31619	3.76018	6.75195
chr1	22920087	23220087	Hub	8.5919	4.86447	6.63975	8.85164	9.38386	4.32953	3.75979	6.08105	3.38253	9.52834
chr1	22880087	23180087	Hub	10.2036	5.09407	6.22247	9.07128	10.4285	4.69732	2.44729	5.99134	2.89219	10.2204
chr1	22945087	23245087	Hub	8.1314	4.01024	6.52778	8.61052	8.344	4.08178	3.78418	5.63931	3.35274	9.28672
chr1	19660087	19960087	Hub	10.5611	8.17645	5.43564	8.65508	8.04667	7.04482	8.28965	7.92956	3.7423	10.9296
chr1	20755087	21055087	Hub	9.97339	9.0562	3.80813	11.3886	7.60095	7.92581	11.1051	8.76955	2.67222	6.23888
chr1	20690087	20990087	Hub	13.4695	9.82516	6.64954	9.93552	7.83024	8.93683	13.2888	9.79574	2.9182	6.29555
chr1	20895087	21195087	Hub	4.74433	7.968	1.60671	11.6656	7.08236	6.46006	6.95392	6.43172	1.94348	6.65873
chr1	19705087	20005087	Hub	11.167	5.78576	5.4699	8.45136	6.59806	5.48674	5.92832	6.12998	3.69841	6.60727
chr1	19700087	20000087	Hub	11.1852	6.27192	5.33162	8.48319	6.82789	5.74065	5.96316	6.25095	3.70058	6.70198
chr1	17560087	17860087	Hub	13.3059	5.58022	5.92205	8.86756	7.56987	5.00662	5.28717	6.83405	2.35743	6.50212
chr1	19655087	19955087	Hub	10.5732	8.13491	5.413	8.77524	8.059	7.05405	8.30708	7.92684	3.70004	11.5926
chr1	20795087	21095087	Hub	8.42224	9.28361	2.24119	12.8004	7.66363	7.83656	10.9414	8.5113	2.31137	6.34403
chr1	22825087	23125087	Hub	9.94915	4.97672	6.97198	9.00523	10.3203	4.53805	2.41012	6.01037	2.46579	10.2972
chr1	22785087	23085087	Hub	9.2584	4.78648	9.04614	7.26244	9.80923	4.43417	2.39386	5.77795	2.56873	10.1846
chr1	19640087	19940087	Hub	10.858	10.5365	5.39403	8.6129	10.0348	8.35515	8.52312	8.89187	3.68053	13.9797
chr1	17570087	17870087	Hub	14.7783	5.59626	5.54026	9.25352	7.57737	5.00201	5.28368	6.88434	2.27019	6.57893
chr1	29260087	29560087	Hub	9.19175	6.80181	4.0651	8.49274	6.73949	6.40235	8.37909	7.61695	2.24581	6.65798
chr1	29345087	29645087	Hub	8.64037	5.40384	4.86111	7.4773	5.74625	5.40211	6.72975	6.28493	2.32546	6.31196
chr1	27150087	27450087	Hub	14.3966	9.98624	5.95142	5.32706	11.2428	9.04609	6.99922	8.73285	3.3289	6.47304
chr1	30170087	30470087	Hub	3.76274	1.41911	5.07587	1.0409	1.62969	1.11874	0.413495	1.73841	2.96046	2.57356
chr1	28180087	28480087	Hub	4.43531	9.72166	2.45228	9.08083	8.49615	8.08123	11.3026	9.1542	2.49721	7.41267
chr1	26090087	26390087	Hub	13.4574	5.94247	10.4228	5.48144	6.9061	7.75115	9.7787	7.7651	3.03848	4.51994
chr1	32440087	32740087	Hub	9.27658	10.038	6.56266	10.6175	7.91649	9.73164	14.8069	11.1006	3.3847	5.97041
chr1	29080087	29380087	Hub	4.39289	4.1305	3.35291	5.88491	4.84675	4.70578	4.574	4.94476	2.27886	6.00024
chr1	28160087	28460087	Hub	4.60497	9.98405	2.43759	8.26912	8.52669	7.68652	10.7613	8.9775	2.46362	5.31043
chr1	31280087	31580087	Hub	5.64108	5.36739	6.27325	6.94571	5.04122	5.43981	7.87848	6.32027	2.89815	8.09204
chr1	27090087	27390087	Hub	13.5119	10.8303	5.36405	7.48765	11.4062	9.85244	9.31759	9.95748	3.12572	6.8392
chr1	32315087	32615087	Hub	7.97386	14.2465	2.64073	16.0807	10.3562	11.8714	16.75	13.5512	2.47771	9.05554
chr1	29335087	29635087	Hub	8.63431	5.61521	4.69224	7.74708	5.93375	5.50059	6.76228	6.35425	2.44574	6.43575
chr1	30195087	30495087	Hub	3.82333	1.3987	4.99756	1.0218	1.60023	1.08411	0.403042	1.71123	2.97076	2.54596
chr1	29070087	29370087	Hub	6.10158	3.89362	3.63926	5.59604	4.61264	4.04562	3.92588	4.60768	2.28699	5.14114
chr1	29270087	29570087	Hub	9.24023	6.77775	4.26762	8.44499	6.68431	6.38081	8.36747	7.61423	2.29674	6.66619
chr1	29195087	29495087	Hub	8.64037	6.94539	3.12653	7.90146	6.89592	6.51392	8.40232	7.61966	2.13528	6.53344
chr1	26150087	26450087	Hub	13.5786	3.86811	11.5345	5.02943	5.67339	6.83862	9.79612	7.03385	3.05528	4.47445
chr1	26200087	26500087	Hub	15.263	6.72819	11.4813	5.05331	7.2329	7.75807	11.0831	8.45693	3.04607	5.0442
chr1	28245087	28545087	Hub	4.50802	10.0125	3.17793	8.36382	8.55455	8.56674	12.7951	9.90312	2.77841	7.52304
chr1	29265087	29565087	Hub	9.22205	6.79087	4.18992	8.48239	6.7127	6.39081	8.37444	7.6251	2.26423	6.67141
chr1	27245087	27545087	Hub	14.5965	9.66845	5.11748	7.07224	9.13689	7.18486	5.99568	8.56702	3.14305	6.22098
chr1	27215087	27515087	Hub	15.0146	9.01611	5.44114	5.93982	9.01527	6.57624	3.97467	7.42258	3.18532	5.86153
chr1	25960087	26260087	Hub	12.6031	8.82369	6.35524	9.82172	9.10956	9.95016	12.1551	10.5447	2.52322	5.33205
chr1	28220087	28520087	Hub	4.47772	9.78871	2.99743	8.28583	8.69651	8.26589	11.4036	9.2874	2.68306	7.48576
chr1	28015087	28315087	Hub	4.98669	6.30107	3.14856	8.87949	6.58252	7.15946	9.33733	7.4484	2.31191	5.12996
chr1	32420087	32720087	Hub	9.53713	11.3106	6.19188	13.0893	8.83741	10.7888	15.448	11.8468	3.29151	6.64232
chr1	28250087	28550087	Hub	4.5262	10.0679	3.21708	8.30573	8.54544	8.57828	12.8009	9.91671	2.8391	7.52976
chr1	32295087	32595087	Hub	8.07687	16.1568	2.64317	15.7568	11.2219	13.1794	19.001	15.0001	2.54923	9.38442
chr1	26145087	26445087	Hub	13.5846	3.86155	11.5957	4.94349	5.69857	6.84785	9.80309	7.03249	3.10242	4.45581
chr1	29280087	29580087	Hub	9.34323	6.76026	4.35512	8.38053	6.66127	6.3785	8.36515	7.59112	2.3558	6.64978
chr1	29085087	29385087	Hub	3.85363	5.08313	3.28989	5.90481	4.60032	5.05971	6.56017	5.8595	2.29728	6.06586
chr1	28020087	28320087	Hub	4.98063	6.19466	3.18343	8.67418	6.52681	7.07406	9.32804	7.39676	2.34009	5.09565
chr1	26030087	26330087	Hub	9.64013	7.13854	8.52729	6.69981	7.63041	8.54442	10.4686	8.5113	2.89653	4.73695
chr1	26005087	26305087	Hub	11.6215	8.13855	8.30825	8.10757	8.07025	9.19381	11.2271	9.57283	2.86456	5.11057
chr1	28235087	28535087	Hub	4.50802	9.96073	3.14733	8.46409	8.51758	8.57212	12.7742	9.86914	2.72477	7.50738
chr1	32325087	32625087	Hub	8.02839	14.202	2.61564	16.3472	10.3187	11.856	16.7408	13.5417	2.40402	9.04809
chr1	26130087	26430087	Hub	11.47	3.31781	11.9665	4.84958	5.54053	5.96148	7.60785	6.24823	3.19886	4.35066
